Home,1h,Th,Away,1w,Tw
Bucknell,33,61,Penn,53,80
Canisius,32,77,Syracuse,41,89
Fla. Atlantic,43,75,Loyola Chicago,30,62
Troy,28,70,Ohio,43,88
Lipscomb,48,70,Drake,44,85
Arizona St.,18,56,Mississippi St.,39,71
Jackson St.,39,61,San Diego,35,87
Prairie View,27,60,Seattle U,39,71
Southern U.,40,85,UNLV,21,71
