,Home,1h,Th,Away,1w,Tw,home_ATRatio,home_Apg,home_BPpg,home_Bpg,home_EFG%,home_FbP,home_Fg%,home_Fg%D,home_Fpg,home_FTApg,home_FTp,home_FTMpg,home_RM,RDpg_x,home_ROpg,home_Rpg,home_SD,home_SO,home_SM,home_Spg,home_3PApg,home_3P%,home_3PD%,home_3Ppg,home_TOM,home_Tpg,home_TFpg,away_ATRatio,away_Apg,away_BPpg,away_Bpg,away_EFG%,away_FbP,away_Fg%,away_Fg%D,away_Fpg,away_FTApg,away_FTp,away_FTMpg,away_RM,RDpg_y,away_ROpg,away_Rpg,away_SD,away_SO,away_SM,away_Spg,away_3PApg,away_3P%,away_3PD%,away_3Ppg,away_TOM,away_Tpg,away_TFpg
644,Bryant,25,75,Xavier,49,100,1.2,13.0,23.5,7.0,0.52,14.5,44.44,34.975,17.5,18.0,64.81,11.7,-3.0,32.5,8.33,40.83,69.0,77.2,8.0,6.5,25.5,37.25,28.7,9.5,0.2,10.8,11.0,1.33,16.8,19.8,3.2,0.502,11.2,45.54,35.849,17.6,19.0,63.16,12.0,0.0,29.4,10.4,39.8,65.0,72.8,7.0,6.8,18.8,29.79,25.3,5.6,0.0,12.6,12.6
645,Mercer,32,60,Tennessee St.,17,59,0.83,9.5,27.0,2.0,0.466,7.25,41.89,49.5,22.8,22.2,62.92,14.0,-9.0,19.75,9.0,28.75,76.0,65.8,-10.0,8.5,19.2,27.27,33.3,5.2,4.8,11.5,16.25,1.1,13.4,23.2,4.0,0.532,16.2,47.27,40.132,16.8,17.2,66.28,11.4,1.0,27.6,9.8,37.4,69.2,77.6,8.0,7.2,21.6,34.26,33.6,7.4,3.2,12.2,15.4
646,Jacksonville St.,31,77,UTSA,26,62,0.64,10.2,26.8,3.2,0.473,12.0,42.35,43.077,17.4,23.2,74.14,17.2,5.0,25.6,11.8,37.4,64.0,70.4,6.0,6.8,17.6,31.82,37.7,5.6,0.6,16.0,16.6,1.27,13.2,26.2,5.0,0.456,11.8,40.0,40.549,23.0,24.8,69.35,17.2,-6.0,28.2,12.8,41.0,83.8,77.4,-6.0,5.8,24.4,30.33,31.9,7.4,-0.4,10.4,10.0
647,North Carolina,35,87,Arkansas,38,72,1.35,14.0,24.6,5.8,0.522,10.0,46.03,38.462,16.0,25.2,76.19,19.2,6.0,28.6,12.4,41.0,68.4,85.0,16.0,5.8,21.6,36.11,30.9,7.8,2.8,10.4,13.2,0.9,11.0,30.5,6.3,0.508,10.83,44.85,42.077,20.7,30.3,70.33,21.3,5.0,28.5,11.5,40.0,73.3,82.2,8.0,5.7,21.2,33.86,34.3,7.2,0.8,12.2,13.0
648,Brown,31,59,Delaware,30,67,1.13,13.8,19.6,5.6,0.469,11.2,40.5,42.014,18.4,23.0,60.87,14.0,5.0,29.0,14.6,43.6,72.6,74.2,1.0,8.6,26.8,30.6,38.2,8.2,2.2,12.2,14.4,1.45,16.0,23.0,3.8,0.602,7.5,52.65,38.43,15.2,20.0,62.5,12.5,5.0,28.5,8.75,37.25,62.2,80.5,18.0,5.8,18.8,45.33,27.8,8.5,-0.2,11.0,10.75
649,Penn St.,39,78,Butler,42,88,0.87,10.6,26.6,4.2,0.5,12.8,43.71,39.583,16.6,23.2,73.28,17.0,-3.0,24.4,11.0,35.4,60.6,77.4,16.0,9.6,25.4,29.92,22.5,7.6,7.0,12.2,19.2,1.27,14.0,25.0,4.0,0.533,11.4,46.36,38.312,15.8,22.0,76.36,16.8,0.0,28.4,9.4,37.8,64.6,81.2,16.0,6.8,24.4,34.43,27.9,8.4,3.4,11.0,14.4
650,Ark.-Pine Bluff,46,74,Ball St.,40,92,1.26,16.0,18.0,2.0,0.565,11.0,47.66,46.734,18.7,22.3,79.1,17.7,-4.0,25.83,8.5,34.33,85.2,90.0,4.0,9.3,27.7,40.96,29.3,11.3,2.8,12.7,15.5,0.94,10.2,21.6,3.4,0.512,8.2,45.61,41.852,14.8,24.6,71.54,17.6,7.0,26.4,11.8,38.2,58.2,78.2,20.0,7.0,19.6,33.67,24.1,6.6,5.6,10.8,16.4
651,Evansville,36,85,Chattanooga,40,77,1.45,16.0,34.75,4.5,0.56,16.25,51.79,35.242,14.5,20.8,68.67,14.2,10.0,31.25,10.0,41.25,54.2,84.5,30.0,9.5,15.5,33.87,33.0,5.2,7.2,11.0,18.25,0.93,13.2,12.0,4.5,0.551,11.5,47.11,37.097,14.2,20.8,74.7,15.5,13.0,31.5,11.25,42.75,60.5,77.5,17.0,5.0,30.0,30.0,26.8,9.0,-3.5,14.2,10.75
652,Manhattan,32,60,UConn,49,90,0.89,12.5,18.5,2.5,0.461,8.5,40.91,41.825,14.8,15.5,72.58,11.2,-3.0,28.5,8.75,37.25,72.0,67.0,-5.0,7.5,21.0,29.76,37.6,6.2,-0.5,14.0,13.5,1.81,19.2,18.6,6.2,0.584,11.6,51.34,38.38,16.8,26.6,74.44,19.8,16.0,29.0,14.4,43.4,60.0,89.4,29.0,6.6,26.0,32.31,26.9,8.4,2.2,10.6,12.8
653,Monmouth,51,93,Belmont,37,84,0.88,11.5,17.5,4.0,0.491,18.0,41.38,40.496,20.2,17.8,71.83,12.8,-4.0,24.0,10.25,34.25,74.5,69.8,-4.0,6.2,21.5,41.86,32.7,9.0,-0.8,13.0,12.25,1.11,14.8,28.25,4.8,0.541,12.0,47.84,47.35,14.8,20.0,62.5,12.5,-9.0,26.5,7.75,34.25,86.2,81.5,-4.0,9.5,23.5,34.04,33.3,8.0,0.2,13.2,13.5
654,UNC Asheville,30,75,Lipscomb,42,86,1.8,22.0,40.0,5.0,0.612,12.75,52.61,40.873,18.8,24.8,66.67,16.5,4.0,26.75,10.5,37.25,73.8,92.8,19.0,6.5,29.5,36.44,37.4,10.8,3.8,12.2,16.0,1.74,18.4,32.4,4.6,0.611,12.8,51.41,43.519,14.2,14.8,72.97,10.8,-5.0,26.2,6.8,33.0,76.2,88.8,12.0,7.6,30.0,41.33,33.0,12.4,3.2,10.6,13.8
655,Nicholls,24,61,Mississippi St.,36,74,0.91,11.3,16.0,4.8,0.515,10.17,43.2,41.388,18.7,19.5,74.36,14.5,0.0,28.17,10.67,38.83,76.8,78.8,2.0,7.7,28.3,36.47,29.4,10.3,-1.3,12.5,11.17,1.06,13.6,35.4,4.6,0.51,9.8,43.73,35.57,15.6,21.0,76.19,16.0,8.0,31.4,10.6,42.0,58.8,76.2,17.0,7.8,26.6,32.33,22.9,8.6,-0.4,12.8,12.4
656,Toledo,40,74,Indiana St.,40,76,1.32,15.6,25.8,1.8,0.545,14.4,49.17,52.431,16.2,22.0,76.36,16.8,-3.0,19.4,10.8,30.2,76.8,82.8,6.0,8.2,15.0,42.67,32.9,6.4,5.2,11.8,17.0,1.85,20.0,22.4,2.0,0.652,13.2,55.05,45.955,18.6,24.8,68.55,17.0,-3.0,24.8,6.4,31.2,77.8,91.8,14.0,8.0,27.2,42.65,36.6,11.6,4.2,10.8,15.0
657,A&M-Corpus Christi,27,61,LIU,40,78,1.31,18.8,41.2,2.4,0.518,16.2,46.29,40.23,23.0,18.6,56.99,10.6,9.0,28.0,14.8,42.8,66.8,80.4,13.0,11.2,22.2,33.33,28.6,7.4,3.2,14.4,17.6,0.78,10.5,20.0,2.0,0.408,10.0,35.96,47.345,22.8,20.8,71.08,14.8,-12.0,22.75,7.25,30.0,81.2,61.2,-20.0,6.8,18.5,29.73,36.9,5.5,-0.2,13.5,13.25
658,Southeastern La.,24,67,Western Mich.,34,68,0.89,11.8,16.5,1.0,0.457,13.25,41.3,44.981,18.0,21.5,72.09,15.5,-6.0,25.0,9.0,34.0,81.8,68.0,-13.0,5.2,15.5,32.26,29.7,5.0,-3.8,13.2,9.5,0.76,11.2,21.25,1.8,0.481,3.75,40.77,43.697,18.0,16.5,56.06,9.2,1.0,24.5,14.5,39.0,73.2,65.2,-8.0,4.8,24.5,34.69,34.0,8.5,-3.0,14.8,11.75
659,Delaware St.,32,82,Longwood,35,84,0.66,10.6,21.4,1.2,0.399,11.4,37.29,48.872,18.6,22.0,65.45,14.4,0.0,20.2,13.8,34.0,77.4,62.8,-14.0,10.4,13.6,23.53,40.4,3.2,1.4,16.0,17.4,1.22,11.2,22.0,3.0,0.462,11.25,42.91,40.541,16.5,25.2,75.25,19.0,18.0,25.5,18.75,44.25,60.8,79.2,18.0,5.0,19.2,22.08,30.2,4.2,2.8,9.2,12.0
660,Oregon St.,27,51,Pittsburgh,39,76,0.97,12.4,21.2,4.0,0.486,9.6,42.71,40.635,20.6,26.4,75.0,19.8,-1.0,27.8,9.8,37.6,73.8,75.8,2.0,5.6,23.0,29.57,33.1,6.8,0.6,12.8,13.4,1.84,18.0,25.6,6.8,0.547,13.2,46.59,37.785,16.2,26.4,63.64,16.8,18.0,33.4,16.0,49.4,65.6,90.6,25.0,6.8,30.6,35.95,26.2,11.0,1.2,9.8,11.0
661,Oklahoma,36,72,Southern California,39,70,1.22,14.2,33.8,5.2,0.564,15.0,50.5,35.216,15.2,22.6,80.53,18.2,9.0,29.2,12.6,41.8,57.8,86.6,28.0,7.6,23.0,31.3,21.6,7.2,3.2,11.6,14.8,0.84,13.0,16.6,6.0,0.515,15.8,44.36,37.267,14.6,25.2,76.19,19.2,1.0,28.8,10.8,39.6,66.2,75.8,9.0,6.6,21.8,35.78,26.0,7.8,-2.6,15.4,12.8
662,Villanova,44,79,Memphis,16,63,1.12,10.8,20.67,1.7,0.518,7.33,43.66,38.024,18.8,23.5,84.4,19.8,5.0,28.0,10.67,38.67,64.3,78.3,14.0,6.0,27.0,33.95,33.5,9.2,2.3,9.7,12.0,1.09,14.8,27.0,6.4,0.556,11.8,47.84,38.509,17.4,21.6,70.37,15.2,-2.0,26.4,10.2,36.6,70.6,82.2,11.0,9.6,24.2,38.84,32.0,9.4,2.2,13.6,15.8
663,Davidson,20,55,Saint Mary's (CA),44,89,1.23,12.8,22.0,2.8,0.498,6.0,42.76,38.516,16.2,19.2,72.92,14.0,3.0,27.2,10.8,38.0,61.4,70.4,9.0,7.2,24.4,32.79,31.1,8.0,1.6,10.4,12.0,1.21,13.8,22.6,5.2,0.45,5.6,40.32,38.408,15.6,18.6,64.52,12.0,11.0,28.4,16.4,44.8,58.4,67.8,9.0,5.6,22.4,25.89,28.6,5.8,-0.2,11.4,11.2
664,Jacksonville,29,74,Robert Morris,31,65,0.82,12.8,32.25,5.0,0.482,14.5,44.09,37.549,23.2,22.2,73.03,16.2,6.0,30.75,13.75,44.5,75.0,77.5,2.0,10.5,19.5,26.92,31.8,5.2,-0.5,15.5,15.0,0.78,10.5,11.75,3.2,0.459,6.0,38.86,46.544,19.5,15.8,77.78,12.2,-1.0,22.25,11.25,33.5,69.2,64.8,-4.0,5.5,22.2,35.96,31.4,8.0,-2.0,13.5,11.5
665,Merrimack,30,71,Samford,33,79,0.82,11.2,17.4,4.4,0.527,14.2,47.52,42.088,16.6,21.0,66.67,14.0,0.0,25.0,10.4,35.4,70.6,73.4,2.0,9.6,22.0,26.36,35.8,5.8,1.0,13.6,14.6,1.28,17.2,36.0,3.6,0.486,17.8,41.77,41.216,19.0,20.6,72.82,15.0,-1.0,25.8,13.4,39.2,72.8,78.8,6.0,11.4,28.6,31.47,33.9,9.0,4.6,13.4,18.0
666,Montana,14,44,Houston,41,79,1.47,14.0,25.25,2.8,0.533,10.25,48.76,41.277,17.8,18.5,77.03,14.2,3.0,27.75,9.0,36.75,69.2,78.8,9.0,4.5,17.8,30.99,32.3,5.5,0.8,9.5,10.25,1.62,14.3,27.17,4.3,0.51,10.67,44.29,35.664,17.2,20.7,64.52,13.3,9.0,26.17,15.17,41.33,49.8,75.8,26.0,11.3,23.0,35.51,29.4,8.2,8.0,8.8,16.83
667,Rice,31,68,UC Irvine,31,83,1.36,15.8,26.6,3.2,0.5,4.4,43.04,50.0,14.6,20.0,76.0,15.2,0.0,24.4,11.0,35.4,83.8,77.0,-6.0,6.2,25.4,33.86,37.7,8.6,-0.8,11.6,10.8,1.57,18.8,33.0,3.3,0.555,15.83,50.0,39.306,18.5,20.7,66.94,13.8,5.0,27.5,10.67,38.17,64.7,81.5,16.0,7.8,18.2,36.7,27.7,6.7,2.3,12.0,14.33
668,Canisius,36,76,Wofford,21,67,0.77,12.5,29.25,3.8,0.548,10.5,47.01,42.146,18.8,18.5,56.76,10.5,6.0,28.5,14.25,42.75,74.0,79.2,5.0,6.8,23.5,41.49,27.3,9.8,-4.5,16.2,11.75,1.25,16.0,33.0,3.2,0.549,6.75,46.09,48.707,20.0,20.5,65.85,13.5,-1.0,21.75,11.0,32.75,86.5,80.2,-6.0,3.8,30.0,35.83,37.9,10.8,-2.8,12.8,10.0
669,Lafayette,32,72,Penn,35,74,0.9,13.0,21.25,4.5,0.441,6.0,37.73,43.723,15.8,15.8,60.32,9.5,-3.0,23.0,9.75,32.75,69.5,58.0,-11.0,8.5,24.8,28.28,35.3,7.0,-2.5,14.5,12.0,1.01,16.2,23.2,4.6,0.54,11.8,47.02,38.158,18.0,23.4,62.39,14.6,12.0,29.8,15.0,44.8,68.4,79.8,11.0,6.6,24.2,34.71,29.8,8.4,-4.0,16.0,12.0
670,Middle Tenn.,21,40,UIC,34,70,0.75,9.4,17.2,5.2,0.468,7.2,41.89,42.086,16.4,22.0,66.36,14.6,4.0,25.2,13.4,38.6,61.0,70.0,9.0,7.0,19.8,29.29,21.3,5.8,0.4,12.6,13.0,1.11,15.8,23.0,6.5,0.561,10.25,48.54,34.783,16.5,16.5,71.21,11.8,5.0,30.75,9.75,40.5,63.8,78.8,15.0,6.0,23.0,39.13,21.2,9.0,-2.5,14.2,11.75
671,Grambling,34,67,Troy,36,80,0.77,10.5,30.83,2.5,0.485,12.33,44.94,49.425,17.3,19.0,71.05,13.5,0.0,20.83,10.33,31.17,80.7,71.0,-9.0,8.2,14.7,28.41,42.1,4.2,-0.3,13.7,13.33,0.89,15.8,39.6,3.4,0.513,19.4,44.93,38.014,23.8,24.6,69.11,17.0,8.0,28.6,16.0,44.6,70.0,87.8,17.0,10.4,28.0,31.43,27.5,8.8,1.2,17.8,19.0
672,Winthrop,29,69,Georgia,36,78,0.81,10.0,28.33,2.5,0.548,7.0,48.23,39.077,16.2,29.0,72.41,21.0,2.0,24.0,10.0,34.0,63.0,77.8,14.0,7.7,19.0,35.96,27.2,6.8,2.0,12.3,14.33,0.87,10.6,20.6,2.4,0.445,11.4,38.44,41.234,18.2,21.4,69.16,14.8,-7.0,25.8,10.0,35.8,72.6,69.4,-3.0,7.0,25.2,29.37,31.0,7.4,1.6,12.2,13.8
673,Baylor,41,95,Florida,41,91,1.19,14.8,30.6,4.8,0.565,13.0,50.97,43.464,16.2,27.6,72.46,20.0,10.0,25.0,14.8,39.8,69.4,89.6,20.0,9.2,18.4,36.96,29.0,6.8,2.4,12.4,14.8,1.28,17.2,24.6,5.0,0.541,16.6,48.73,40.752,18.0,28.0,62.14,17.4,9.0,27.0,16.4,43.4,70.6,85.4,14.0,7.4,20.4,33.33,31.7,6.8,-1.4,13.4,12.0
674,Iowa St.,30,62,Virginia Tech,40,71,2.07,17.4,27.2,3.4,0.557,13.8,51.14,34.211,15.8,26.0,70.0,18.2,12.0,26.2,13.2,39.4,49.4,86.6,37.0,13.4,15.8,35.44,32.4,5.6,11.4,8.4,19.8,2.09,18.0,26.2,3.2,0.56,12.0,48.77,42.545,15.6,23.8,82.35,19.6,2.0,24.4,8.4,32.8,65.8,83.4,17.0,7.0,22.0,37.27,37.6,8.2,6.6,8.6,15.2
675,Iowa,44,85,Seton Hall,33,72,2.29,18.8,27.0,4.6,0.513,16.6,46.47,43.252,16.6,26.6,73.68,19.6,0.0,27.6,13.4,41.0,76.0,89.4,13.0,8.0,20.4,32.35,28.3,6.6,6.4,8.2,14.6,1.02,13.4,19.8,2.8,0.52,10.4,47.81,36.918,15.8,19.8,77.78,15.4,9.0,28.0,12.6,40.6,61.4,77.2,15.0,9.8,17.2,29.07,28.0,5.0,2.0,13.2,15.2
676,Texas Tech,35,73,Michigan,21,57,0.87,12.0,14.4,4.0,0.473,8.4,41.01,38.567,13.6,21.6,74.07,16.0,5.0,27.4,10.8,38.2,61.4,68.6,7.0,6.4,25.0,28.0,27.9,7.0,0.2,13.8,14.0,1.2,16.0,18.0,3.7,0.586,10.83,51.06,43.342,16.7,18.7,66.96,12.5,7.0,27.17,12.17,39.33,75.3,86.0,10.0,5.2,24.7,38.51,39.2,9.5,-0.3,13.3,13.0
677,Pepperdine,28,71,New Mexico,52,90,0.92,12.7,17.71,2.1,0.522,11.43,46.96,48.087,18.3,19.6,72.26,14.1,6.0,23.71,11.29,35.0,71.0,75.4,4.0,5.0,17.1,35.83,38.1,6.1,-0.4,13.9,13.43,1.46,15.2,21.0,4.0,0.493,14.8,45.4,40.94,18.2,22.0,74.55,16.4,6.0,28.8,13.4,42.2,69.4,82.8,13.0,7.2,17.0,30.59,28.2,5.2,4.2,10.4,14.6
678,Alabama A&M,36,71,ETSU,38,82,0.56,9.0,43.33,3.0,0.409,12.67,37.36,50.867,20.7,26.7,66.25,17.7,-3.0,21.67,13.67,35.33,91.0,67.3,-23.0,9.0,16.7,26.0,40.5,4.3,-1.3,16.0,14.67,0.71,10.8,11.2,5.0,0.456,12.2,39.41,41.667,19.2,16.4,68.29,11.2,-1.0,26.8,12.2,39.0,71.2,67.2,-4.0,7.4,26.2,29.01,33.3,7.6,-0.8,15.2,14.4
679,Alabama,33,81,Ohio St.,38,92,1.4,15.8,38.0,4.2,0.662,19.25,57.02,39.331,18.0,31.0,77.42,24.0,15.0,31.0,12.25,43.25,66.5,101.8,35.0,8.5,22.0,48.86,27.2,10.8,1.0,11.2,12.25,1.38,14.5,23.75,5.2,0.511,8.25,44.87,39.831,15.0,20.2,67.9,13.8,5.0,27.0,12.5,39.5,63.5,73.5,10.0,6.2,20.5,35.37,31.7,7.2,0.8,10.5,11.25
680,Lehigh,29,64,Providence,41,78,1.01,14.4,22.4,2.6,0.494,11.8,43.37,44.805,21.2,14.4,72.22,10.4,0.0,27.2,11.2,38.4,80.2,76.0,-4.0,8.2,24.6,32.52,36.4,8.0,-0.4,14.2,13.8,0.79,12.4,14.4,7.0,0.507,9.4,44.48,35.032,16.6,22.0,69.09,15.2,5.0,28.4,12.0,40.4,64.8,74.0,9.0,6.8,24.0,30.0,26.9,7.2,-1.4,15.6,14.2
681,Marshall,41,82,Kentucky,69,118,1.16,14.6,14.4,5.6,0.451,10.2,40.43,42.508,17.0,19.0,73.68,14.0,-1.0,27.6,13.0,40.6,73.8,72.4,-1.0,7.2,24.4,24.59,28.6,6.0,1.8,12.6,14.4,2.32,18.6,26.0,4.6,0.571,20.0,48.35,40.323,12.2,18.8,72.34,13.6,2.0,29.6,9.2,38.8,70.2,89.6,19.0,10.0,29.4,39.46,32.6,11.6,6.8,8.0,14.8
682,New Hampshire,37,83,Fairfield,35,80,1.44,15.0,24.8,2.0,0.503,16.0,43.2,37.582,17.2,20.6,74.76,15.4,0.0,30.8,10.2,41.0,67.0,82.0,15.0,9.8,28.8,32.64,23.4,9.4,4.0,10.4,14.4,1.0,13.4,12.0,3.2,0.486,9.8,40.58,44.371,16.0,12.6,76.19,9.6,-3.0,25.4,10.4,35.8,72.2,70.4,-1.0,7.4,29.2,34.25,33.6,10.0,0.8,13.4,14.2
683,Ohio,34,94,George Washington,44,99,1.58,13.7,16.67,4.3,0.517,8.33,44.69,37.363,19.7,22.7,76.47,17.3,-2.0,26.33,10.33,36.67,68.0,79.0,11.0,7.0,25.3,32.89,27.0,8.3,5.0,8.7,13.67,0.98,13.2,23.5,7.0,0.543,7.25,46.5,33.916,13.0,21.5,81.4,17.5,4.0,36.5,6.75,43.25,65.0,83.5,18.0,7.8,24.8,38.38,25.2,9.5,-1.5,13.5,12.0
684,Western Ky.,37,72,Bowling Green,30,65,0.88,11.0,36.5,3.8,0.481,12.0,43.87,39.759,19.8,25.8,70.87,18.2,5.0,30.75,13.25,44.0,72.8,83.0,10.0,8.5,22.0,26.14,30.0,5.8,3.8,12.5,16.25,1.02,11.5,22.5,3.5,0.494,6.75,43.7,45.133,17.8,19.5,57.69,11.2,2.0,26.0,10.25,36.25,70.5,70.0,0.0,5.0,24.5,27.55,39.7,6.8,1.2,11.2,12.5
685,Youngstown St.,35,69,Dayton,37,77,1.03,13.0,25.2,4.2,0.487,9.2,42.95,42.089,14.4,17.6,75.0,13.2,5.0,27.2,12.4,39.6,72.0,75.4,3.0,5.8,26.0,28.46,33.1,7.4,-1.0,12.6,11.6,1.22,14.4,18.8,2.4,0.53,4.0,45.12,44.765,14.2,20.6,78.64,16.2,-2.0,21.6,8.2,29.8,67.0,68.4,1.0,5.8,23.0,33.91,40.0,7.8,-0.6,11.8,11.2
686,Alcorn,37,69,Clemson,48,90,0.95,10.6,25.43,1.3,0.438,13.29,39.72,48.515,20.1,23.4,66.46,15.6,-4.0,22.43,11.71,34.14,84.4,69.1,-15.0,8.4,16.1,30.97,37.6,5.0,1.7,11.1,12.86,1.64,17.2,24.25,6.2,0.555,6.5,47.23,40.179,16.8,15.8,74.6,11.8,1.0,25.25,8.75,34.0,66.2,77.0,10.0,4.2,24.2,40.21,34.1,9.8,1.5,10.5,12.0
687,UTRGV,23,57,Hawaii,43,76,1.18,18.8,24.2,4.2,0.508,20.2,46.04,46.667,18.2,22.2,62.16,13.8,-1.0,25.6,11.8,37.4,82.0,80.4,-1.0,12.8,23.0,26.96,43.3,6.2,2.6,16.0,18.6,0.95,12.3,29.0,3.3,0.562,4.33,49.4,44.048,19.3,25.3,72.37,18.3,8.0,27.33,10.0,37.33,66.7,81.3,14.0,4.3,22.3,34.33,32.7,7.7,1.0,13.0,14.0
688,North Florida,18,63,LSU,36,75,1.2,13.8,28.0,3.0,0.512,6.33,42.27,44.118,16.7,19.2,82.61,15.8,0.0,26.17,9.5,35.67,70.8,77.7,6.0,5.8,30.7,35.33,25.6,10.8,-0.3,11.5,11.17,0.84,10.8,28.4,3.8,0.539,8.2,47.7,39.643,17.0,24.2,71.07,17.2,0.0,24.0,10.6,34.6,68.0,78.2,10.0,10.4,18.4,38.04,36.6,7.0,3.8,12.8,16.6
689,Vanderbilt,29,67,Arizona St.,44,82,0.73,10.2,21.0,2.2,0.491,5.6,41.43,45.183,14.0,24.0,73.33,17.6,8.0,27.2,12.4,39.6,72.0,72.6,0.0,6.2,27.2,31.62,38.7,8.6,-3.8,14.0,10.2,0.98,10.5,17.0,2.8,0.404,12.75,36.09,39.918,15.0,23.2,56.99,13.2,-11.0,24.75,10.0,34.75,67.2,59.8,-7.0,9.2,20.5,24.39,33.7,5.0,6.5,10.8,17.25
690,VCU,29,61,Boise St.,28,65,0.87,13.0,21.4,5.2,0.52,11.0,44.53,37.543,17.2,21.0,76.19,16.0,0.0,26.8,8.4,35.2,63.0,67.4,4.0,6.6,23.8,31.09,28.6,7.4,-3.8,15.0,11.2,0.81,10.8,21.75,2.0,0.485,7.5,43.64,43.038,16.0,23.2,70.97,16.5,7.0,27.5,11.25,38.75,70.0,73.8,3.0,6.5,20.8,27.71,33.8,5.8,-0.8,13.2,12.5
691,UNI,49,73,Stanford,27,51,1.13,14.2,20.8,2.2,0.533,5.0,46.15,40.878,19.4,20.4,64.71,13.2,2.0,27.4,9.4,36.8,74.0,74.2,0.0,5.6,24.0,34.17,35.9,8.2,-1.4,12.6,11.2,1.63,19.0,17.83,3.3,0.552,6.17,47.85,43.182,17.3,15.7,71.28,11.2,-2.0,27.33,9.17,36.5,78.5,83.8,5.0,6.5,25.5,37.91,37.8,9.7,1.3,11.7,13.0
692,NC State,43,86,BYU,38,95,1.77,15.5,22.75,3.5,0.517,19.5,46.15,39.72,19.0,18.8,77.33,14.5,1.0,25.75,11.5,37.25,63.5,81.8,18.0,9.0,21.5,33.72,29.7,7.2,7.8,8.8,16.5,2.08,22.0,39.4,2.6,0.569,20.6,47.52,37.075,17.0,17.0,81.18,13.8,19.0,33.0,16.0,49.0,55.0,91.8,36.0,6.8,33.6,38.1,17.4,12.8,2.8,10.6,13.4
693,Oregon,34,82,Santa Clara,39,88,1.61,13.2,25.25,3.2,0.512,11.25,45.31,39.565,15.5,27.8,58.56,16.2,11.0,32.0,12.5,44.5,63.2,79.0,15.0,7.8,19.0,38.16,28.8,7.2,3.5,8.2,11.75,1.4,17.4,24.6,4.0,0.551,15.2,48.88,36.12,15.8,15.4,63.64,9.8,10.0,30.0,12.0,42.0,61.4,78.8,17.0,6.6,24.6,31.71,31.4,7.8,0.8,12.4,13.2
694,Arkansas St.,28,57,San Diego,27,71,1.2,16.5,24.0,3.8,0.537,9.25,45.91,52.991,22.8,19.0,64.47,12.2,0.0,22.75,11.75,34.5,90.0,81.2,-8.0,4.8,27.5,36.36,34.7,10.0,-4.8,13.8,9.0,0.86,12.8,37.2,4.0,0.504,19.4,44.28,41.489,18.6,23.8,77.31,18.4,3.0,26.2,10.2,36.4,64.8,73.0,8.0,5.8,21.4,30.84,29.2,6.6,-0.2,14.8,14.6
695,Hawaii,34,40,San Diego,25,30,0.93,12.8,24.5,3.0,0.562,5.75,48.67,41.126,18.5,22.2,74.16,16.5,7.0,29.25,9.0,38.25,64.2,80.0,15.0,5.5,22.8,37.36,27.9,8.5,0.0,13.8,13.75,0.93,13.2,37.17,4.7,0.494,17.67,43.58,39.143,17.7,22.8,76.64,17.5,0.0,27.0,10.0,37.0,63.5,72.7,9.0,6.5,20.2,32.23,26.9,6.5,0.5,14.2,14.67
696,Brown,36,93,Kansas City,38,83,1.01,13.0,17.5,5.3,0.46,9.67,39.58,41.714,17.7,21.8,58.78,12.8,4.0,29.5,14.17,43.67,71.7,71.7,0.0,7.7,27.2,30.06,35.9,8.2,0.7,12.8,13.5,0.95,12.6,26.0,3.4,0.492,5.4,43.19,44.841,20.6,20.0,64.0,12.8,3.0,21.8,14.0,35.8,69.8,72.0,2.0,7.4,23.8,30.25,41.0,7.2,3.6,13.2,16.8
697,Tennessee St.,43,91,Southeastern La.,48,77,1.01,12.8,23.67,3.5,0.515,16.0,45.73,41.143,16.7,17.3,70.19,12.2,0.0,26.17,9.67,35.83,67.7,74.5,6.0,7.7,20.7,33.87,35.6,7.0,4.0,12.7,16.67,0.96,12.8,20.4,1.0,0.461,12.8,41.1,45.625,17.0,19.8,70.71,14.0,-4.0,24.0,10.2,34.2,79.0,67.8,-11.0,6.8,18.2,31.87,33.1,5.8,-1.6,13.4,11.8
698,Jackson St.,40,81,Georgetown,39,88,0.77,12.0,19.17,2.8,0.459,11.17,40.79,46.067,20.0,18.7,63.39,11.8,-6.0,23.83,9.83,33.67,82.2,65.8,-16.0,7.3,19.7,30.51,36.7,6.0,-1.3,15.7,14.33,0.99,14.4,12.6,2.8,0.541,12.4,46.28,42.574,16.2,21.4,67.29,14.4,6.0,27.4,12.6,40.0,70.2,78.4,8.0,6.2,26.2,35.11,28.2,9.2,-3.2,14.6,11.4
699,Loyola Maryland,31,70,Missouri,35,78,0.84,12.4,20.6,3.4,0.469,7.6,40.66,45.231,17.2,15.2,67.11,10.2,-5.0,26.2,10.0,36.2,78.2,67.4,-10.0,6.8,23.4,32.48,30.4,7.6,-1.8,14.8,13.0,1.26,15.3,26.0,7.8,0.547,12.17,46.57,41.159,17.2,13.7,79.27,10.8,-1.0,25.17,9.0,34.17,66.5,74.7,8.0,8.5,27.5,34.55,30.4,9.5,1.3,12.2,13.5
