Team,ATRatio,Apg,BPpg,Bpg,EFG%,FbP,Fg%,Fg%D,Fpg,FTApg,FTp,FTMpg,RM,RDpg,ROpg,Rpg,SD,SO,SM,Spg,3PApg,3P%,3PD%,3Ppg,TOM,Tpg,TFpg
Morehead St.,0.98,14.6,20.14,4.6,0.526,5.86,45.3,40.404,17.9,17.9,67.2,12.0,9.0,27.0,13.14,40.14,68.0,72.7,4.0,5.9,25.0,33.71,31.6,8.4,-3.3,14.9,11.57
Oregon St.,0.97,12.4,21.2,4.0,0.486,9.6,42.71,40.635,20.6,26.4,75.0,19.8,-1.0,27.8,9.8,37.6,73.8,75.8,2.0,5.6,23.0,29.57,33.1,6.8,0.6,12.8,13.4
San Diego,0.86,12.8,37.2,4.0,0.504,19.4,44.28,41.489,18.6,23.8,77.31,18.4,3.0,26.2,10.2,36.4,64.8,73.0,8.0,5.8,21.4,30.84,29.2,6.6,-0.2,14.8,14.6
George Mason,0.89,11.2,17.8,3.6,0.509,6.6,43.54,38.966,15.8,20.0,75.0,15.0,7.0,28.4,11.2,39.6,62.8,70.2,7.0,5.2,22.2,36.04,35.2,8.0,-2.0,12.6,10.6
Fresno St.,0.8,13.2,25.0,2.6,0.559,12.4,49.28,45.779,15.6,20.2,66.34,13.4,4.0,25.8,9.4,35.2,76.8,75.6,-1.0,8.0,19.2,38.54,40.0,7.4,-4.2,16.4,12.2
Providence,0.79,12.4,14.4,7.0,0.507,9.4,44.48,35.032,16.6,22.0,69.09,15.2,5.0,28.4,12.0,40.4,64.8,74.0,9.0,6.8,24.0,30.0,26.9,7.2,-1.4,15.6,14.2
Portland,1.0,16.2,16.4,4.0,0.533,9.0,46.18,43.478,18.4,22.4,75.0,16.8,3.0,27.2,10.4,37.6,78.6,78.2,0.0,6.0,25.2,32.54,36.0,8.2,-4.4,16.2,11.8
Pacific,1.15,17.2,26.4,2.2,0.478,8.2,42.27,46.416,19.6,17.0,62.35,10.6,-7.0,23.0,6.2,29.2,76.0,66.2,-9.0,6.8,21.8,29.36,25.3,6.4,-1.4,15.0,13.6
Princeton,1.07,12.2,6.6,1.6,0.548,5.6,45.58,39.789,12.8,15.0,80.0,12.0,3.0,25.6,10.2,35.8,61.6,74.0,12.0,6.6,28.2,36.88,35.1,10.4,0.4,11.4,11.8
SFA,0.79,14.3,33.67,3.0,0.579,11.33,51.29,41.159,20.5,17.0,75.49,12.8,2.0,24.0,9.5,33.5,71.3,80.2,8.0,10.0,19.0,40.35,37.1,7.7,-0.2,18.2,18.0
New Mexico St.,1.1,12.9,21.43,2.3,0.458,9.0,39.8,41.772,19.3,23.6,72.73,17.1,1.0,27.14,8.57,35.71,71.7,69.7,-2.0,6.4,20.1,34.04,34.7,6.9,1.0,11.7,12.71
Colgate,1.15,13.8,15.0,1.7,0.481,5.83,41.3,40.282,14.2,13.0,73.08,9.5,4.0,29.33,9.5,38.83,66.7,63.8,-2.0,5.2,24.2,31.72,32.3,7.7,-3.7,12.0,8.33
Col. of Charleston,0.97,12.8,27.6,3.0,0.435,8.2,37.34,43.813,17.4,19.8,72.73,14.4,1.0,25.6,14.4,40.0,74.2,69.4,-4.0,6.8,32.0,24.38,34.5,7.8,0.4,13.2,13.6
Bowling Green,1.02,11.5,22.5,3.5,0.494,6.75,43.7,45.133,17.8,19.5,57.69,11.2,2.0,26.0,10.25,36.25,70.5,70.0,0.0,5.0,24.5,27.55,39.7,6.8,1.2,11.2,12.5
Georgia St.,1.3,12.0,32.0,1.6,0.474,9.8,42.6,44.674,23.8,25.0,76.0,19.0,0.0,25.0,13.2,38.2,79.2,81.8,2.0,5.4,20.8,30.77,28.6,6.4,3.8,9.2,13.0
South Dakota St.,0.88,11.7,11.67,3.3,0.532,5.67,45.81,41.803,15.8,16.8,60.4,10.2,4.0,27.83,11.33,39.17,72.8,73.7,0.0,6.8,22.2,39.85,33.3,8.8,-2.7,13.3,10.67
Abilene Christian,1.0,11.3,19.83,1.8,0.452,6.67,40.63,44.012,19.5,21.5,72.09,15.5,-6.0,22.0,10.33,32.33,70.8,67.8,-3.0,6.5,16.2,32.99,28.2,5.3,1.7,11.3,13.0
Alcorn,0.95,10.6,25.43,1.3,0.438,13.29,39.72,48.515,20.1,23.4,66.46,15.6,-4.0,22.43,11.71,34.14,84.4,69.1,-15.0,8.4,16.1,30.97,37.6,5.0,1.7,11.1,12.86
Southeastern La.,0.89,11.8,16.5,1.0,0.457,13.25,41.3,44.981,18.0,21.5,72.09,15.5,-6.0,25.0,9.0,34.0,81.8,68.0,-13.0,5.2,15.5,32.26,29.7,5.0,-3.8,13.2,9.5
North Ala.,0.82,12.4,26.2,2.2,0.502,15.0,43.61,41.883,21.8,23.0,76.52,17.6,-2.0,28.2,9.6,37.8,74.4,78.8,4.0,8.0,21.2,37.74,31.0,8.0,0.8,15.2,16.0
Mercer,0.83,9.5,27.0,2.0,0.466,7.25,41.89,49.5,22.8,22.2,62.92,14.0,-9.0,19.75,9.0,28.75,76.0,65.8,-10.0,8.5,19.2,27.27,33.3,5.2,4.8,11.5,16.25
Fordham,0.57,10.0,24.2,3.4,0.451,10.4,38.99,41.176,21.8,28.4,59.86,17.0,0.0,23.4,14.0,37.4,68.8,67.0,-1.0,7.2,23.4,29.06,28.6,6.8,-0.6,17.4,16.8
FIU,0.84,14.4,22.29,2.9,0.485,12.43,42.25,50.396,19.3,16.6,66.38,11.0,-7.0,17.86,12.14,30.0,77.9,70.0,-7.0,12.9,25.6,29.61,34.9,7.6,3.0,17.1,20.14
Lafayette,0.9,13.0,21.25,4.5,0.441,6.0,37.73,43.723,15.8,15.8,60.32,9.5,-3.0,23.0,9.75,32.75,69.5,58.0,-11.0,8.5,24.8,28.28,35.3,7.0,-2.5,14.5,12.0
Sam Houston,1.06,13.8,20.5,2.0,0.484,11.83,41.67,46.608,19.5,26.3,70.25,18.5,0.0,24.33,10.67,35.0,74.2,74.7,0.0,9.2,22.2,35.34,32.3,7.8,4.2,13.0,17.17
Jackson St.,0.77,12.0,19.17,2.8,0.459,11.17,40.79,46.067,20.0,18.7,63.39,11.8,-6.0,23.83,9.83,33.67,82.2,65.8,-16.0,7.3,19.7,30.51,36.7,6.0,-1.3,15.7,14.33
Army West Point,0.92,11.6,20.6,2.0,0.416,5.6,35.15,47.41,16.0,13.4,53.73,7.2,0.0,23.0,11.8,34.8,65.8,56.0,-9.0,7.0,27.6,27.54,34.5,7.6,0.0,12.6,12.6
Brown,1.13,13.8,19.6,5.6,0.469,11.2,40.5,42.014,18.4,23.0,60.87,14.0,5.0,29.0,14.6,43.6,72.6,74.2,1.0,8.6,26.8,30.6,38.2,8.2,2.2,12.2,14.4
LIU,0.78,10.5,20.0,2.0,0.408,10.0,35.96,47.345,22.8,20.8,71.08,14.8,-12.0,22.75,7.25,30.0,81.2,61.2,-20.0,6.8,18.5,29.73,36.9,5.5,-0.2,13.5,13.25
North Dakota,1.3,15.2,21.75,4.0,0.524,6.5,46.46,46.939,17.2,19.0,69.74,13.2,5.0,25.75,11.75,37.5,78.0,79.8,1.0,7.0,25.8,29.13,39.2,7.5,-0.5,11.8,11.25
Oakland,0.97,11.0,13.5,1.3,0.507,8.17,43.8,42.978,18.2,15.8,71.58,11.3,-1.0,25.5,9.5,35.0,71.7,72.7,1.0,7.2,23.8,34.97,28.0,8.3,0.2,11.3,11.5
Saint Peter's,0.75,10.2,30.25,2.8,0.449,7.75,39.11,43.333,22.0,19.0,82.89,15.8,9.0,22.25,14.5,36.75,64.5,66.2,1.0,7.8,20.0,32.5,36.8,6.5,0.2,13.8,14.0
South Carolina St.,0.8,13.7,28.33,3.5,0.434,9.67,40.43,45.429,20.3,22.2,62.41,13.8,4.0,24.5,15.67,40.17,81.8,67.5,-14.0,10.2,15.2,24.18,33.1,3.7,-2.0,17.0,15.0
Bucknell,0.79,11.3,14.57,3.4,0.483,3.86,40.78,44.527,18.4,18.3,70.31,12.9,-6.0,23.71,6.29,30.0,72.0,62.3,-9.0,6.4,23.6,32.73,34.6,7.7,-2.3,14.3,12.0
Idaho St.,1.09,14.3,21.67,4.3,0.541,8.67,48.34,39.752,15.3,14.2,67.06,9.5,5.0,25.33,9.67,35.0,57.3,69.2,11.0,9.0,19.0,33.33,27.5,6.3,0.8,13.2,14.0
Nicholls,0.91,11.3,16.0,4.8,0.515,10.17,43.2,41.388,18.7,19.5,74.36,14.5,0.0,28.17,10.67,38.83,76.8,78.8,2.0,7.7,28.3,36.47,29.4,10.3,-1.3,12.5,11.17
Morgan St.,0.7,11.4,23.0,3.4,0.495,7.43,44.55,47.321,18.1,15.1,69.81,10.6,-2.0,24.86,11.57,36.43,82.9,72.9,-10.0,6.4,19.4,32.35,39.3,6.3,-2.7,16.3,13.57
UAlbany,0.76,11.0,15.4,4.2,0.469,10.8,40.73,44.86,19.8,22.8,71.05,16.2,1.0,25.4,11.4,36.8,81.4,72.8,-8.0,5.0,22.4,33.04,32.5,7.4,-6.0,14.4,8.4
Jacksonville St.,0.64,10.2,26.8,3.2,0.473,12.0,42.35,43.077,17.4,23.2,74.14,17.2,5.0,25.6,11.8,37.4,64.0,70.4,6.0,6.8,17.6,31.82,37.7,5.6,0.6,16.0,16.6
UIC,1.11,15.8,23.0,6.5,0.561,10.25,48.54,34.783,16.5,16.5,71.21,11.8,5.0,30.75,9.75,40.5,63.8,78.8,15.0,6.0,23.0,39.13,21.2,9.0,-2.5,14.2,11.75
Dartmouth,0.78,10.3,25.0,1.7,0.4,6.33,36.47,50.0,13.7,20.3,73.77,15.0,1.0,26.0,10.33,36.33,78.0,60.3,-17.0,5.0,22.7,17.65,34.3,4.0,-1.7,13.3,11.67
Penn St.,0.87,10.6,26.6,4.2,0.5,12.8,43.71,39.583,16.6,23.2,73.28,17.0,-3.0,24.4,11.0,35.4,60.6,77.4,16.0,9.6,25.4,29.92,22.5,7.6,7.0,12.2,19.2
Florida A&M,0.84,9.5,17.0,2.8,0.394,3.75,36.65,48.035,21.5,11.2,71.11,8.0,-17.0,20.75,9.25,30.0,85.5,57.5,-28.0,7.0,12.5,28.0,39.8,3.5,0.5,11.2,11.75
UAB,0.72,9.4,26.4,5.2,0.451,14.8,41.61,41.914,17.0,23.2,70.69,16.4,5.0,27.8,13.0,40.8,69.4,70.2,0.0,8.0,16.0,26.25,27.4,4.2,-0.6,13.0,12.4
Wright St.,0.88,11.8,16.33,3.2,0.543,6.0,48.89,49.863,16.2,18.7,75.0,14.0,3.0,24.67,10.67,35.33,81.8,79.2,-2.0,5.5,18.2,35.78,31.4,6.5,-2.8,13.5,10.67
Western Ky.,0.88,11.0,36.5,3.8,0.481,12.0,43.87,39.759,19.8,25.8,70.87,18.2,5.0,30.75,13.25,44.0,72.8,83.0,10.0,8.5,22.0,26.14,30.0,5.8,3.8,12.5,16.25
Little Rock,1.22,13.2,19.2,3.4,0.452,16.6,40.99,46.918,23.2,29.2,76.03,22.2,-6.0,22.0,12.2,34.2,86.2,80.4,-5.0,6.8,21.4,25.23,36.1,5.4,3.2,10.8,14.0
UC Davis,0.76,12.5,20.25,5.0,0.53,10.75,47.0,44.928,19.8,24.0,70.83,17.0,5.0,21.75,12.75,34.5,65.0,74.5,9.0,7.8,19.0,34.21,33.8,6.5,2.0,16.5,18.5
Canisius,0.77,12.5,29.25,3.8,0.548,10.5,47.01,42.146,18.8,18.5,56.76,10.5,6.0,28.5,14.25,42.75,74.0,79.2,5.0,6.8,23.5,41.49,27.3,9.8,-4.5,16.2,11.75
Elon,1.14,13.8,29.0,2.3,0.554,8.83,46.49,47.696,16.8,20.2,70.25,14.2,0.0,23.5,9.5,33.0,80.2,77.3,-2.0,4.8,24.5,41.5,32.8,10.2,-2.5,12.2,9.67
Cal St. Fullerton,0.64,10.4,19.4,2.6,0.469,9.8,41.7,43.003,18.4,23.4,68.38,16.0,2.0,27.4,8.8,36.2,71.6,64.6,-7.0,6.0,20.8,25.96,32.0,5.4,-4.6,16.2,11.6
Long Beach St.,0.85,12.9,22.29,4.3,0.512,10.29,46.19,44.601,20.0,19.7,65.94,13.0,0.0,25.0,11.57,36.57,79.1,76.3,-2.0,8.7,18.0,34.13,33.2,6.1,0.0,15.1,15.14
Chicago St.,0.58,8.3,10.57,2.6,0.449,14.29,40.62,47.5,17.6,23.1,68.52,15.9,-5.0,22.0,10.86,32.86,72.7,65.7,-7.0,9.6,18.0,26.19,28.0,4.7,1.6,14.3,15.86
Vanderbilt,0.73,10.2,21.0,2.2,0.491,5.6,41.43,45.183,14.0,24.0,73.33,17.6,8.0,27.2,12.4,39.6,72.0,72.6,0.0,6.2,27.2,31.62,38.7,8.6,-3.8,14.0,10.2
Miami (OH),0.89,13.8,19.5,3.5,0.562,8.5,47.4,42.105,17.5,23.5,69.15,16.2,-4.0,25.0,5.75,30.75,64.8,70.2,5.0,7.8,21.0,40.48,26.6,8.5,0.5,15.5,16.0
Old Dominion,0.77,10.0,27.5,2.8,0.496,15.75,43.75,42.982,18.0,13.0,65.38,8.5,4.0,28.0,10.75,38.75,73.0,68.0,-5.0,6.5,17.0,41.18,35.2,7.0,-2.8,13.0,10.25
UIW,0.83,12.8,22.2,4.4,0.509,11.8,44.3,41.026,20.6,20.6,73.79,15.2,4.0,28.0,13.0,41.0,76.6,79.6,3.0,6.8,24.2,34.71,32.8,8.4,-3.2,15.4,12.2
Texas Tech,0.87,12.0,14.4,4.0,0.473,8.4,41.01,38.567,13.6,21.6,74.07,16.0,5.0,27.4,10.8,38.2,61.4,68.6,7.0,6.4,25.0,28.0,27.9,7.0,0.2,13.8,14.0
Merrimack,0.82,11.2,17.4,4.4,0.527,14.2,47.52,42.088,16.6,21.0,66.67,14.0,0.0,25.0,10.4,35.4,70.6,73.4,2.0,9.6,22.0,26.36,35.8,5.8,1.0,13.6,14.6
Northwestern St.,0.78,10.2,26.0,3.5,0.47,13.17,42.37,47.839,18.3,23.0,71.74,16.5,0.0,23.67,13.33,37.0,79.0,76.0,-3.0,8.0,22.8,25.55,33.3,5.8,2.2,13.0,15.17
Eastern Mich.,0.79,11.2,23.0,1.2,0.513,2.6,45.8,48.026,15.8,17.2,67.44,11.6,-2.0,23.2,8.2,31.4,77.6,65.4,-12.0,4.0,18.0,32.22,31.4,5.8,-4.8,14.2,9.4
IUPUI,0.59,7.8,27.17,2.3,0.451,8.33,42.69,46.471,17.0,16.0,75.0,12.0,-1.0,20.83,12.0,32.83,74.8,64.5,-10.0,6.7,14.3,19.77,36.3,2.8,-0.3,13.2,12.83
Western Ill.,0.77,13.0,28.2,7.6,0.468,9.8,41.48,41.176,17.4,26.2,59.54,15.6,10.0,32.6,15.2,47.8,76.0,73.8,-2.0,4.6,22.8,28.95,30.5,6.6,-6.6,16.8,10.2
Western Mich.,0.76,11.2,21.25,1.8,0.481,3.75,40.77,43.697,18.0,16.5,56.06,9.2,1.0,24.5,14.5,39.0,73.2,65.2,-8.0,4.8,24.5,34.69,34.0,8.5,-3.0,14.8,11.75
Boston U.,0.9,10.8,24.0,1.4,0.439,6.8,37.15,43.321,18.6,12.8,67.19,8.6,-4.0,25.8,7.8,33.6,69.6,59.2,-10.0,7.8,24.6,31.71,30.7,7.8,-0.4,12.0,11.6
Grand Canyon,0.61,9.0,18.75,4.2,0.52,15.25,46.61,42.553,18.5,30.0,75.83,22.8,11.0,27.5,13.0,40.5,67.2,80.2,13.0,8.0,19.5,30.77,38.0,6.0,-0.5,14.8,14.25
CSU Bakersfield,0.82,10.0,23.5,3.8,0.46,8.33,42.73,39.306,18.3,18.7,68.75,12.8,-2.0,22.5,12.0,34.5,69.0,64.5,-4.0,5.8,15.5,23.66,36.1,3.7,0.2,12.2,12.33
Navy,0.78,9.8,25.25,1.5,0.402,7.25,35.65,45.894,20.2,14.8,76.27,11.2,-2.0,21.5,12.25,33.75,68.5,57.5,-11.0,5.8,21.5,24.42,24.2,5.2,0.2,12.5,12.75
Texas St.,0.71,10.5,13.83,4.2,0.436,9.83,40.0,43.119,21.2,20.8,61.6,12.8,5.0,24.83,15.17,40.0,70.7,63.7,-7.0,5.5,16.8,24.75,31.6,4.2,-2.7,14.8,12.17
Tennessee Tech,0.96,10.7,20.83,2.7,0.49,8.17,44.23,46.07,17.3,14.3,63.95,9.2,-4.0,27.17,6.33,33.5,77.8,67.2,-10.0,3.5,19.5,29.06,34.9,5.7,-1.7,11.2,9.5
The Citadel,0.94,10.4,14.14,2.3,0.477,8.71,41.15,45.293,14.0,17.9,73.6,13.1,3.0,25.71,9.86,35.57,66.3,65.4,0.0,5.1,23.4,30.49,33.6,7.1,-1.3,11.1,9.86
ETSU,0.71,10.8,11.2,5.0,0.456,12.2,39.41,41.667,19.2,16.4,68.29,11.2,-1.0,26.8,12.2,39.0,71.2,67.2,-4.0,7.4,26.2,29.01,33.3,7.6,-0.8,15.2,14.4
Maryland,0.69,9.4,15.6,4.4,0.432,11.8,38.79,40.37,17.2,23.8,68.07,16.2,1.0,23.8,13.0,36.8,61.6,64.8,3.0,9.0,21.8,22.94,32.4,5.0,3.0,13.6,16.6
Radford,0.77,10.4,17.43,2.9,0.516,5.43,45.56,39.81,17.0,15.1,69.81,10.6,3.0,27.86,11.0,38.86,69.1,72.0,2.0,7.1,19.7,36.23,28.6,7.1,-3.1,13.6,10.43
Cal Poly,0.92,9.0,21.5,3.2,0.461,5.33,41.94,46.006,21.2,15.8,69.47,11.0,-6.0,23.33,9.33,32.67,73.2,66.3,-6.0,5.8,16.0,31.25,36.8,5.0,2.7,9.8,12.5
South Alabama,0.9,10.4,21.57,2.9,0.516,7.0,45.16,46.729,17.7,22.6,71.52,16.1,-2.0,26.43,7.14,33.57,79.1,75.6,-3.0,5.0,22.9,32.5,35.8,7.4,-1.3,11.6,10.29
Mount St. Mary's,0.78,11.5,26.75,4.0,0.456,8.25,42.08,43.111,18.5,15.8,71.43,11.2,1.0,23.75,13.0,36.75,69.8,66.0,-3.0,7.0,17.2,24.64,29.9,4.2,-0.8,14.8,14.0
Winthrop,0.81,10.0,28.33,2.5,0.548,7.0,48.23,39.077,16.2,29.0,72.41,21.0,2.0,24.0,10.0,34.0,63.0,77.8,14.0,7.7,19.0,35.96,27.2,6.8,2.0,12.3,14.33
Louisville,0.73,9.6,23.2,3.0,0.458,4.4,41.53,43.322,19.2,26.6,72.18,19.2,4.0,26.8,14.4,41.2,74.0,74.4,0.0,5.6,17.6,29.55,31.0,5.2,-1.6,13.2,11.6
UCF,0.88,11.4,29.6,6.2,0.497,8.8,44.51,39.777,19.4,20.0,69.0,13.8,4.0,27.0,12.0,39.0,69.0,77.2,8.0,10.0,21.8,30.28,33.0,6.6,3.6,13.0,16.6
Delaware St.,0.66,10.6,21.4,1.2,0.399,11.4,37.29,48.872,18.6,22.0,65.45,14.4,0.0,20.2,13.8,34.0,77.4,62.8,-14.0,10.4,13.6,23.53,40.4,3.2,1.4,16.0,17.4
ULM,1.1,16.5,32.5,2.2,0.49,10.5,43.33,40.0,18.8,16.5,54.55,9.0,2.0,25.0,14.75,39.75,73.8,67.8,-6.0,9.8,21.2,31.76,32.0,6.8,-1.0,15.0,14.0
Towson,0.58,7.7,17.5,3.2,0.432,2.67,39.23,44.516,15.3,19.3,62.93,12.2,7.0,22.83,14.0,36.83,64.5,57.0,-7.0,4.8,14.2,29.41,37.4,4.2,-2.7,13.3,10.67
Seattle U,0.83,13.0,18.4,3.4,0.493,7.2,44.03,39.085,19.4,23.2,74.14,17.2,4.0,26.8,9.4,36.2,61.0,70.0,9.0,7.2,19.4,28.87,24.3,5.6,-1.2,15.6,14.4
Campbell,0.78,11.0,17.67,3.2,0.493,6.67,43.77,41.643,14.5,20.0,70.0,14.0,-1.0,23.33,8.17,31.5,65.0,60.2,-4.0,5.7,15.5,33.33,26.8,5.2,-3.3,14.2,10.83
Howard,0.66,10.5,24.5,3.2,0.496,14.83,43.02,46.809,18.7,25.2,72.85,18.3,2.0,27.0,10.33,37.33,80.0,75.2,-4.0,5.7,21.2,35.43,33.3,7.5,-5.2,16.0,10.83
Central Mich.,0.7,10.7,16.83,3.2,0.489,9.5,43.24,48.048,17.2,15.5,67.74,10.5,-2.0,20.5,10.5,31.0,74.5,64.8,-9.0,7.0,20.8,30.4,35.1,6.3,-1.2,15.2,14.0
Manhattan,0.89,12.5,18.5,2.5,0.461,8.5,40.91,41.825,14.8,15.5,72.58,11.2,-3.0,28.5,8.75,37.25,72.0,67.0,-5.0,7.5,21.0,29.76,37.6,6.2,-0.5,14.0,13.5
NJIT,0.72,10.2,16.25,1.2,0.464,5.25,40.45,44.048,22.2,21.0,69.05,14.5,-15.0,21.0,8.25,29.25,83.8,65.5,-18.0,6.5,21.5,30.23,36.4,6.5,-3.0,14.2,11.25
Middle Tenn.,0.75,9.4,17.2,5.2,0.468,7.2,41.89,42.086,16.4,22.0,66.36,14.6,4.0,25.2,13.4,38.6,61.0,70.0,9.0,7.0,19.8,29.29,21.3,5.8,0.4,12.6,13.0
Alabama A&M,0.56,9.0,43.33,3.0,0.409,12.67,37.36,50.867,20.7,26.7,66.25,17.7,-3.0,21.67,13.67,35.33,91.0,67.3,-23.0,9.0,16.7,26.0,40.5,4.3,-1.3,16.0,14.67
Ga. Southern,0.58,8.5,34.33,2.7,0.476,7.5,39.44,50.0,21.7,18.3,76.36,14.0,-5.0,20.17,11.83,32.0,85.0,70.3,-14.0,6.2,29.7,32.58,42.0,9.7,-1.0,14.7,13.67
Saint Francis (PA),0.77,11.2,32.33,2.5,0.482,7.17,43.58,45.609,18.7,17.5,65.71,11.5,-4.0,21.33,10.0,31.33,73.5,65.3,-8.0,5.8,18.0,28.7,29.3,5.2,-1.2,14.5,13.33
Prairie View,0.78,9.7,17.83,3.2,0.435,11.0,39.84,39.833,20.3,24.2,77.93,18.8,0.0,27.17,13.0,40.17,70.7,74.5,3.0,9.0,14.8,31.46,29.5,4.7,3.0,12.3,15.33
