Team,ATRatio,Apg,BPpg,Bpg,EFG%,FbP,Fg%,Fg%D,Fpg,FTApg,FTp,FTMpg,RM,RDpg,ROpg,Rpg,SD,SO,SM,Spg,3PApg,3P%,3PD%,3Ppg,TOM,Tpg,TFpg
Texas Tech,0.72,11.0,16.67,3.0,0.455,12.67,41.57,34.783,10.7,22.3,76.12,17.0,12.0,30.33,12.33,,50.7,67.3,16.0,6.7,21.0,20.63,20.8,4.3,0.3,15.3,15.67
Merrimack,0.72,10.2,16.0,4.0,0.505,14.5,45.25,42.373,16.0,19.0,63.16,12.0,-4.0,22.5,11.25,,70.0,67.8,-2.0,9.8,22.8,25.27,36.8,5.8,0.8,14.2,15.0
Northwestern St.,0.71,11.2,32.5,3.2,0.484,14.5,43.14,47.619,18.0,21.2,70.59,15.0,0.0,23.0,13.5,,79.0,76.8,-2.0,9.8,24.8,27.27,30.6,6.8,1.8,15.8,17.5
Eastern Mich.,0.71,10.7,21.67,0.7,0.458,2.33,40.61,50.802,17.7,15.7,65.96,10.3,-6.0,22.33,9.0,,84.7,60.7,-24.0,4.0,20.3,27.87,33.7,5.7,-6.0,15.0,9.0
IUPUI,0.71,9.0,26.67,2.3,0.425,9.33,40.33,45.055,15.7,18.7,69.64,13.0,-3.0,21.0,12.67,,71.7,64.3,-7.0,7.3,15.0,17.78,26.9,2.7,1.3,12.7,14.0
Western Ill.,0.71,11.3,40.33,9.3,0.429,12.0,37.37,38.498,18.0,27.7,54.22,15.0,8.0,34.0,17.33,,75.7,71.7,-4.0,4.3,26.0,28.21,29.7,7.3,-6.7,16.0,9.33
Western Mich.,0.71,11.3,25.0,2.0,0.5,5.0,42.11,42.614,20.3,19.0,59.65,11.3,2.0,24.33,15.33,,73.3,68.3,-5.0,5.3,24.0,37.5,31.9,9.0,-3.0,16.0,13.0
Boston U.,0.9,11.0,24.75,1.8,0.453,7.75,37.93,42.13,20.0,15.0,68.33,10.2,-3.0,26.5,8.25,,69.8,62.8,-7.0,8.5,25.0,34.0,32.2,8.5,0.0,12.2,12.25
Grand Canyon,0.7,10.5,35.5,5.5,0.585,14.5,52.99,39.167,17.0,27.5,72.73,20.0,16.0,32.0,12.5,,61.0,88.5,27.0,9.5,19.0,34.21,41.0,6.5,1.5,15.0,16.5
CSU Bakersfield,0.76,9.2,22.0,4.5,0.461,9.0,42.86,39.331,20.0,21.2,69.41,14.8,0.0,24.5,12.75,,71.0,68.0,-3.0,6.0,15.0,25.0,36.6,3.8,0.0,12.2,12.25
Navy,0.69,9.0,31.5,2.5,0.437,8.5,38.74,45.545,20.5,12.5,76.0,9.5,-5.0,21.0,10.0,,67.0,58.0,-9.0,6.0,20.5,26.83,29.3,5.5,-2.0,13.0,11.0
Texas St.,0.69,12.7,16.33,4.7,0.429,12.33,38.62,44.848,23.0,18.0,61.11,11.0,9.0,24.67,18.33,,76.3,65.0,-11.0,6.0,19.3,27.59,29.8,5.3,-5.7,18.3,12.67
Tennessee Tech,0.98,12.0,22.5,3.2,0.481,7.75,43.46,48.221,15.8,13.5,61.11,8.2,-3.0,26.25,7.25,,81.0,65.2,-15.0,3.8,19.2,28.57,37.2,5.5,-3.5,12.2,8.75
The Citadel,0.85,10.2,17.0,3.2,0.461,11.25,40.69,45.378,14.0,21.5,67.44,14.5,4.0,27.25,11.0,,69.2,67.8,-1.0,5.0,23.0,27.17,35.0,6.2,-1.0,12.0,11.0
ETSU,0.67,9.7,15.0,6.3,0.425,14.67,37.31,41.327,17.7,16.0,66.67,10.7,-4.0,27.67,11.67,,72.0,65.3,-6.0,7.0,27.0,24.69,33.3,6.7,1.7,14.3,16.0
Maryland,0.67,9.7,14.67,4.7,0.448,11.67,40.49,39.506,17.3,22.0,69.7,15.3,2.0,24.0,12.67,,61.0,64.0,3.0,7.3,20.7,22.58,30.6,4.7,0.0,14.3,14.33
Radford,0.67,9.8,16.75,3.8,0.481,5.25,42.8,38.75,18.0,15.8,68.25,10.8,4.0,28.5,12.0,,67.0,67.5,0.0,7.2,20.5,30.49,25.8,6.2,-4.5,14.5,10.0
Cal Poly,0.67,8.0,23.67,2.7,0.471,6.67,43.39,48.718,24.3,20.7,70.97,14.7,-5.0,23.67,10.33,,79.7,74.0,-5.0,7.3,15.7,29.79,37.1,4.7,3.3,12.0,15.33
South Alabama,0.7,10.0,25.5,4.0,0.448,6.0,39.2,51.25,21.0,23.0,68.48,15.8,-3.0,26.0,10.0,,85.8,71.8,-14.0,6.0,26.2,26.67,35.7,7.0,-1.8,14.2,12.5
Mount St. Mary's,0.66,11.5,26.0,3.0,0.455,7.5,41.07,40.741,19.5,15.0,83.33,12.5,9.0,26.0,13.0,,64.0,63.5,0.0,5.0,18.0,27.78,18.9,5.0,-5.5,17.5,12.0
Winthrop,0.64,8.3,21.0,2.7,0.528,5.0,48.1,40.854,14.7,27.3,71.95,19.7,2.0,24.0,9.67,,65.3,75.3,10.0,7.3,16.7,30.0,32.5,5.0,0.7,13.0,13.67
Louisville,0.61,9.0,22.67,3.3,0.464,4.0,42.71,41.711,17.3,24.3,65.75,16.0,8.0,27.33,17.0,,71.7,75.3,3.0,6.3,17.7,26.42,38.9,4.7,-0.7,14.7,14.0
UCF,0.8,12.3,32.67,5.0,0.51,11.33,45.6,36.913,20.0,17.3,61.54,10.7,5.0,25.67,12.67,,64.7,76.3,11.0,10.0,21.7,32.31,29.3,7.0,3.7,15.3,19.0
Delaware St.,0.6,10.7,20.0,1.3,0.378,14.0,35.36,51.899,18.3,15.7,72.34,11.3,-4.0,19.0,13.0,,81.0,57.0,-24.0,11.0,15.7,19.15,47.1,3.0,1.0,17.7,18.67
ULM,0.81,13.0,21.33,2.3,0.441,6.0,38.89,42.169,20.0,15.7,53.19,8.3,-3.0,22.33,13.0,,73.7,56.0,-17.0,9.0,19.3,29.31,33.7,5.7,-2.0,16.0,14.0
Towson,0.67,8.2,19.25,2.5,0.461,2.5,41.46,41.951,17.0,21.5,61.63,13.2,6.0,24.25,12.75,,62.8,60.5,-2.0,5.0,13.8,34.55,38.7,4.8,-0.8,12.2,11.5
Seattle U,0.59,11.0,18.33,5.0,0.453,9.33,41.77,38.798,20.7,24.7,79.73,19.7,4.0,28.0,8.67,,63.3,67.3,4.0,6.3,17.3,21.15,25.0,3.7,-4.0,18.7,14.67
Campbell,0.59,9.0,13.0,2.0,0.451,9.0,40.91,40.113,13.3,22.0,71.21,15.7,0.0,24.33,8.0,,61.7,55.3,-6.0,4.7,14.0,26.19,24.3,3.7,-5.3,15.3,10.0
Siena,0.58,10.0,12.67,6.7,0.493,3.0,43.79,54.971,15.3,16.7,56.0,9.3,1.0,20.67,10.67,,79.7,59.7,-20.0,4.0,18.7,30.36,47.5,5.7,-7.3,17.3,10.0
Howard,0.56,9.2,23.25,3.0,0.534,18.25,47.09,45.594,18.5,29.2,76.07,22.2,3.0,27.5,9.0,,82.0,81.8,0.0,6.8,19.8,35.44,33.7,7.0,-4.8,16.5,11.75
Central Mich.,0.55,10.2,20.0,3.2,0.498,7.75,43.72,47.826,18.5,17.8,61.97,11.0,-2.0,21.75,10.0,,80.0,64.5,-15.0,6.2,20.8,31.33,36.0,6.5,-5.2,18.5,13.25
Manhattan,0.95,13.0,17.33,3.0,0.436,10.67,38.78,41.546,15.3,13.7,73.17,10.0,-4.0,29.67,10.33,,75.0,67.0,-8.0,7.0,23.0,27.54,38.7,6.3,-0.7,13.7,13.0
NJIT,0.67,9.7,16.67,1.7,0.44,4.67,38.1,46.809,19.7,17.3,63.46,11.0,-16.0,19.33,8.67,,87.7,60.3,-27.0,6.3,22.3,29.85,38.0,6.7,-3.7,14.3,10.67
Middle Tenn.,0.54,6.7,15.33,4.0,0.448,7.67,39.88,43.558,17.0,25.0,66.67,16.7,1.0,24.0,12.33,,61.7,68.3,6.0,7.3,18.0,31.48,26.3,5.7,2.3,12.3,14.67
Alabama A&M,0.53,9.0,40.0,2.0,0.393,12.0,35.71,48.148,20.0,36.0,63.89,23.0,0.0,22.0,15.0,,83.0,67.0,-16.0,9.0,14.0,28.57,34.8,4.0,-1.0,17.0,16.0
Ga. Southern,0.52,7.0,27.33,2.3,0.418,7.0,35.59,49.39,20.0,20.0,70.0,14.0,-5.0,19.67,13.0,,79.7,63.3,-16.0,6.7,28.0,26.19,42.0,7.3,1.0,13.3,14.33
Saint Francis (PA),0.52,9.2,24.0,2.0,0.412,5.0,36.59,50.612,19.0,14.8,66.1,9.8,-12.0,18.5,8.25,,81.0,52.0,-29.0,3.8,19.2,24.68,30.8,4.8,-7.0,17.8,10.75
Prairie View,0.5,7.2,17.75,2.8,0.416,12.75,38.82,42.601,22.2,25.0,81.0,20.2,2.0,24.75,14.0,,73.5,73.2,0.0,8.8,13.5,25.93,29.9,3.5,2.5,14.5,17.0
